4152c5db-f363-4d6c-b42a-94a9c25869e4,-83.82064941385703, 3
07827297-ef9d-46a9-b05e-00e99e96f427,-9.869901536758627, 9
0161dfbc-3354-4333-8f1d-9dde4a55ac46,-86.04080294582715, 6
5bd5990e-2f7e-44d8-8e36-4c5a346f197e,-97.33058347546341, 6
03d55b9b-0615-4524-8b88-545d86c905dc,-65.83950882477514, 3
81e74b57-10ae-4b07-9b48-f75779a48a98,-9.899867457469174, 6
57888c47-f976-4417-9577-f45f118b58ca,-72.17878742105079, 8
1af45d00-7841-4543-9b2c-c4e763161d13,-65.13483806119108, 3
3a98b840-1e18-4ef1-80cd-85041534bf1b,-157.28807070805763, 3
7fd8a488-dbfe-43bc-ba5d-b4b103ad8036,-93.00415201679996, 2
3fae541d-e7fc-414c-bcf9-ea01f8f54108,-99.6658777337876, 8
951d9529-834b-4d33-bbc8-65cea35da1f4,-6.664009830147783, 3
58c08152-06e4-474b-a55f-342f9846f280,-65.7164098773069, 9
d1f80eb1-7cda-43ab-b7b7-0aaa24582b9a,-78.31572030992764, 8
402ce8e4-bbbc-4bd9-9f83-4c91d52473ad,-51.025844355983644, 6
07330608-113b-43c7-b230-3dc20d63df59,-44.68756279426917, 9
a2453d3b-4468-4ef3-8ea8-f7e6a883a4a5,-82.99415700892834, 6
27b20d08-613e-40f8-8d5b-3ae3b93fb5ab,-207.21800353702875, 3
bb7df441-35b2-4c0d-99b5-6560a5bbbc51,-84.48183145801464, 7
077f5199-ec67-4770-9723-2f9ea9712e2a,-96.41800733177708, 6
a40d1a44-ab73-47ce-ba75-c2392aa4214a,-94.37334279372247, 1
5838f978-0822-4e28-874f-e1511324ec3a,-33.50860346968269, 4
0474d9f4-991a-4b88-8f74-5fd1c83e1ee5,-76.80666101571596, 4
46b0c3f0-ff1f-4533-ac6e-089b2341a3ac,-95.90853517138382, 3
2540085b-0a6f-4950-b9e1-eeff120e8bf7,-185.13550936430724, 3
48cfc6cc-cb22-493c-b5c7-75fdcecd4a6a,-89.9803389808042, 8
3bd73463-b98d-4de4-95ae-020c9afd83dc,-77.86811937225795, 4
d10a1cd1-0caa-405a-817a-111e2a1d8064,-6.965402670533327, 3
b5c91153-8ca6-48a7-b01d-cbb7741d07ef,-5.939105812239894, 1
c6465eec-5ea7-4f94-8583-b58045f94b1a,-2.2166995621294627, 6
3443974c-45c3-493b-97de-c6cd5e01eff9,-68.8900249541978, 1
47093756-2ac9-4cf8-bde7-8d2191255b00,-40.0388299325023, 9
288296a3-f4a8-44b4-94a9-424daeba362a,-98.6886851373442, 8
f3b28802-5e75-4dec-b4f6-ff06787d45e7,-89.1556457898838, 0
ebcb3ca0-6b4e-4813-be53-6c767f402789,-99.3701877449685, 7
4727cfff-ffed-4b1e-bd4a-d6ec558deb53,-9.711887905252624, 6
f4bd55b1-2b50-4cab-8776-a37c447e9973,-90.63025397500506, 3
c4940f9e-7f7b-43b9-a3b3-8611e8f2f2af,-6.399630060776807, 2
db0e4bde-deeb-4bb4-b17a-ed38ab0b0252,-92.67248477136991, 7
0eeeb718-2eec-465a-bf0c-b6453134ab18,-66.4129983426092, 8
49f8a823-b59b-4b84-a4a6-5c2abfa819bf,-66.47816291397052, 4
79bf63d4-6b7a-419c-8b61-4a12b466e788,-68.98100723114104, 8
3181f475-072a-4ba3-aec4-9810d52927cd,-7.99131370242483, 8
072da50a-58b6-47c9-b37d-ba28541a61f7,-7.424067070735027, 2
0956be36-3bf1-4196-9df3-5e27e8fcbf92,-40.51262721860159, 3
d29371b5-d3ba-458d-959d-9463cdc55c8b,-8.657245053400132, 3
292b3bf7-1e33-4a5a-818e-605d9ca24c39,-99.2941207125132, 1
d38ff7bb-aff8-49cf-97dd-34cf68e75143,-95.37309311669945, 5
163dabf7-91ee-4c23-9575-8a2adae7dbfc,-54.279160448233725, 6
2d86c736-ab2c-43a8-a861-8c6915298129,-4.278998785043628, 3
1185bb9f-1048-4a09-bece-9240458e1088,-59.22978289187727, 8
c8e52fad-05b1-47d0-8ce5-3f6f06f97806,-4.262678815993644, 3
c4a1a2bf-c910-4c82-9e94-1636a6ca59fa,-76.2824284477147, 2
46806b0c-5112-409b-be40-0c5bae7b19a6,-9.421776802512165, 8
ad44fd0d-2b2e-4dfe-b1a0-3b89ee176559,-76.07785139180729, 7
33c07a3d-b49c-4c30-af69-bfc3e727bdef,-59.39087909886123, 2
d3096fb9-cecd-48c2-b94d-c9851dc55b66,-82.39230107761664, 2
2ed7fb49-c316-4a02-a512-ed5d369e63fc,-85.25795105931319, 4
d40446a1-d2dd-4fc9-9d83-e883b05552c1,-89.48294246359038, 6
